room_type_Entire home/apt,neighbourhood_group_Manhattan,room_type_Shared room,neighbourhood_group_Bronx,minimum_nights,availability_365,neighbourhood_encoded,calculated_host_listings_count,number_of_reviews,price
False,True,False,False,3,87,2658,1,0,5.075173815233827
True,False,False,False,2,241,1115,1,2,5.017279836814924
True,True,False,False,2,0,253,1,15,5.420534999272286
True,False,False,False,1,0,1564,1,5,4.59511985013459
False,False,False,False,1,0,94,5,408,3.9318256327243257
False,False,False,False,3,24,3920,1,47,4.143134726391533
True,False,False,False,2,0,109,2,3,4.276666119016055
True,False,False,False,90,137,3714,2,162,4.836281906951478
True,True,False,False,30,342,470,91,7,4.897839799950911
False,False,False,False,1,0,3920,1,0,5.303304908059076
False,False,False,False,5,198,3920,2,5,4.382026634673881
True,False,False,False,4,0,3920,1,4,5.3981627015177525
True,False,False,False,7,0,218,1,1,4.406719247264253
True,True,False,False,3,0,1853,1,10,5.198497031265826
False,False,False,False,2,249,900,1,4,3.828641396489095
False,True,False,False,1,112,1971,3,31,4.51085950651685
False,True,False,False,1,142,1798,4,38,4.605170185988092
False,False,False,False,1,164,185,1,222,3.828641396489095
False,True,False,False,1,290,1958,5,3,5.916202062607435
True,True,False,False,1,134,1798,1,1,4.61512051684126
False,False,False,False,3,0,154,1,0,4.110873864173311
False,True,False,False,2,357,911,1,14,4.454347296253507
False,True,True,False,5,0,2658,1,0,4.189654742026425
True,True,False,False,4,0,1971,3,11,6.133398042996649
False,False,False,False,4,168,426,2,11,3.8918202981106265
False,False,False,False,2,75,186,6,8,3.713572066704308
False,True,False,False,6,0,368,1,2,4.330733340286331
False,False,False,False,6,5,3920,1,4,3.8066624897703196
True,False,False,False,3,233,62,1,96,4.406719247264253
True,True,False,False,30,365,1798,65,0,5.545177444479562
False,True,False,False,7,11,2658,6,35,3.9318256327243257
True,True,False,False,2,362,2658,1,13,5.017279836814924
False,True,False,False,1,74,2658,1,56,4.382026634673881
False,False,False,True,1,73,12,1,28,3.9318256327243257
False,False,False,False,2,43,3920,3,30,4.110873864173311
False,False,False,False,1,349,83,2,7,3.5553480614894135
True,False,False,False,2,165,109,1,19,4.948759890378168
False,True,False,False,2,126,1971,3,211,4.564348191467836
True,True,False,False,4,0,1958,1,0,5.25227342804663
True,True,False,False,1,32,1117,1,4,5.198497031265826
False,True,False,False,3,359,2658,3,10,5.081404364984463
False,False,False,False,5,0,1564,1,2,3.8066624897703196
True,False,False,False,2,359,2465,1,4,4.948759890378168
True,True,False,False,1,0,1853,1,0,5.25227342804663
True,True,False,False,1,186,1798,1,67,5.135798437050262
True,True,False,False,31,342,1971,3,8,5.303304908059076
True,True,False,False,2,0,1853,1,7,5.484796933490655
False,False,False,False,2,6,144,4,6,4.0943445622221
True,True,False,False,2,0,744,1,21,5.707110264748875
True,True,False,False,5,0,1971,1,0,5.332718793265369
False,True,False,False,2,54,1853,1,1,4.564348191467836
True,True,False,False,1,20,470,1,0,5.703782474656201
False,True,False,False,1,0,2658,1,4,4.330733340286331
False,False,False,False,3,28,3920,1,50,4.382026634673881
False,True,False,False,2,0,253,1,5,4.454347296253507
False,False,False,True,1,129,7,1,3,4.330733340286331
True,True,False,False,1,0,1853,1,15,5.081404364984463
False,True,False,False,3,51,470,1,59,4.709530201312334
False,True,False,False,1,57,2658,2,3,4.997212273764115
True,False,False,False,2,30,489,1,31,6.111467339502679
False,False,False,False,3,0,423,1,2,3.5263605246161616
False,True,False,False,1,0,1545,1,2,5.707110264748875
False,True,False,False,1,0,911,1,1,4.394449154672439
True,False,False,False,3,0,2465,1,4,4.356708826689592
True,True,False,False,5,220,1971,1,5,5.857933154483459
True,False,False,False,7,0,1564,1,3,4.61512051684126
True,True,False,False,30,155,288,232,0,5.762051382780177
True,False,False,False,4,39,233,1,92,4.564348191467836
False,True,False,False,20,0,470,1,1,5.017279836814924
True,False,False,False,2,235,135,1,148,4.605170185988092
False,False,False,False,1,364,247,17,9,4.787491742782046
True,False,False,False,10,0,3920,1,0,5.170483995038151
True,True,False,False,2,9,1798,1,1,5.25227342804663
False,False,False,False,29,337,3714,3,12,3.828641396489095
False,True,False,False,4,0,1113,1,0,4.61512051684126
True,False,False,False,30,13,3920,1,4,5.198497031265826
False,False,False,False,3,9,2465,4,50,3.713572066704308
False,False,True,False,2,0,489,5,4,3.7376696182833684
True,True,False,False,7,0,1958,1,33,5.176149732573829
True,True,False,False,30,364,1545,65,0,5.860786223465865
True,False,False,False,1,7,3920,1,95,3.713572066704308
True,True,False,False,7,0,1113,1,3,5.3981627015177525
True,True,False,False,1,103,2658,1,29,4.787491742782046
False,True,False,False,3,11,1853,1,97,4.564348191467836
False,True,False,False,1,16,1545,1,30,5.003946305945459
True,False,False,False,4,0,900,1,2,4.61512051684126
False,False,True,False,1,365,621,1,22,3.8501476017100584
True,False,False,False,14,21,175,1,0,4.718498871295094
False,False,True,False,2,0,572,1,4,3.828641396489095
True,False,False,False,2,127,3714,1,92,5.111987788356544
False,False,False,False,5,308,3920,2,81,4.394449154672439
False,True,False,False,3,156,1798,5,55,4.276666119016055
True,True,False,False,29,343,288,327,0,5.181783550292085
False,True,False,False,30,342,1971,32,1,4.110873864173311
True,False,False,False,2,364,3714,2,2,5.017279836814924
False,False,False,False,1,222,2465,5,254,4.51085950651685
True,True,False,False,12,164,1853,2,1,4.948759890378168
True,True,False,False,3,334,768,1,17,5.993961427306569
True,True,False,False,30,177,1545,1,1,4.61512051684126
False,False,False,False,30,0,68,1,4,3.828641396489095
True,False,False,False,6,14,233,1,14,4.997212273764115
True,True,False,False,2,2,1971,1,17,4.875197323201151
True,False,False,False,5,38,2465,3,32,4.454347296253507
False,False,False,False,4,107,3920,1,4,4.61512051684126
True,True,False,False,30,159,1545,1,0,4.795790545596741
False,True,False,False,7,309,1545,3,17,4.836281906951478
True,False,False,False,2,0,83,1,2,4.51085950651685
True,True,False,False,30,339,1113,232,0,5.75890177387728
False,True,False,False,1,365,2658,1,48,4.02535169073515
False,False,False,False,1,60,2465,1,18,3.7612001156935624
False,False,False,False,2,347,535,2,102,4.0943445622221
False,False,False,False,29,157,1115,4,0,5.5254529391317835
False,False,False,False,3,0,154,1,1,4.330733340286331
False,False,False,False,2,5,363,1,6,4.31748811353631
True,True,False,False,3,345,338,1,39,5.420534999272286
True,False,False,False,2,328,1564,1,7,5.631211781821365
False,False,False,False,1,0,1115,1,3,4.330733340286331
False,False,False,False,1,321,3714,4,357,4.189654742026425
False,False,False,False,1,0,3714,2,166,4.007333185232471
True,True,False,False,30,316,1798,1,9,5.049856007249537
False,False,False,False,8,0,489,5,6,4.189654742026425
True,True,False,False,2,0,768,1,6,5.420534999272286
False,False,False,False,4,320,1115,3,138,3.912023005428146
False,False,False,False,1,89,59,1,0,3.5553480614894135
False,True,False,False,14,0,346,1,0,4.330733340286331
True,False,False,False,1,88,3920,1,1,5.564520407322694
False,True,False,False,1,364,2658,1,9,4.454347296253507
False,True,False,False,5,0,911,2,5,4.394449154672439
False,True,False,False,2,41,1853,3,21,4.454347296253507
False,True,False,False,5,157,392,1,65,4.7535901911063645
False,False,False,False,2,89,535,2,1,4.248495242049359
False,False,False,False,1,0,2465,1,1,3.9318256327243257
False,True,False,False,14,36,253,1,3,5.017279836814924
False,True,False,False,3,317,470,1,7,5.3471075307174685
False,False,False,False,4,58,1115,2,21,4.672828834461906
False,True,False,False,3,30,1958,2,1,4.787491742782046
True,False,False,False,2,227,2465,1,23,5.170483995038151
False,True,False,False,6,0,1117,1,2,4.454347296253507
True,True,False,False,1,0,1853,1,0,5.993961427306569
False,False,False,False,45,155,500,2,5,3.828641396489095
False,True,False,False,2,0,2658,1,0,4.2626798770413155
False,False,False,False,1,178,3714,1,0,5.3981627015177525
False,False,False,False,1,0,2465,1,2,3.828641396489095
False,True,False,False,1,365,1958,30,1,5.298317366548036
False,False,False,False,1,0,164,1,0,3.713572066704308
True,False,False,False,30,255,357,21,3,5.602118820879701
True,False,False,False,3,0,500,1,1,5.017279836814924
True,False,False,False,6,0,1115,1,0,4.61512051684126
False,False,False,False,90,326,2465,1,0,3.58351893845611
True,True,False,False,7,0,1113,1,0,5.25227342804663
True,False,False,False,4,0,535,1,3,4.499809670330265
True,True,False,False,6,266,1958,1,25,5.099866427824199
True,True,False,False,1,301,288,1,2,6.792344427470809
False,False,False,False,1,256,3714,6,5,4.51085950651685
True,True,False,False,1,0,1958,1,0,4.7535901911063645
False,False,False,False,1,344,144,1,86,4.700480365792417
False,False,False,False,4,0,621,1,2,3.871201010907891
True,False,False,False,5,107,2465,1,5,5.170483995038151
True,False,False,False,3,354,2465,4,38,5.66988092298052
True,False,False,False,1,158,60,2,30,4.836281906951478
True,False,False,False,1,8,77,1,55,4.532599493153256
True,False,False,False,4,31,489,1,23,5.4638318050256105
True,False,False,False,1,63,1115,4,30,6.133398042996649
False,True,False,False,14,14,1853,1,172,4.564348191467836
True,False,False,False,2,262,621,1,23,3.912023005428146
False,True,False,False,6,97,2658,2,130,4.454347296253507
True,True,False,False,2,135,1545,1,37,5.4638318050256105
True,True,False,False,3,0,1958,1,41,4.912654885736052
True,False,False,False,3,322,185,1,87,4.61512051684126
True,True,False,False,5,0,768,1,0,5.5254529391317835
False,False,False,False,1,0,1564,1,1,3.828641396489095
True,False,False,False,1,0,900,1,1,4.2626798770413155
False,False,False,False,3,0,423,1,0,4.189654742026425
True,True,False,False,2,0,1798,1,23,5.327876168789581
True,False,False,False,1,72,3920,1,4,5.303304908059076
False,True,False,False,3,26,1853,1,194,4.110873864173311
False,True,False,False,1,364,392,1,20,5.14166355650266
True,True,False,False,3,0,1971,1,2,4.976733742420574
False,False,False,False,1,0,2465,1,1,4.0943445622221
True,False,False,False,2,311,426,2,4,4.787491742782046
False,True,False,False,5,0,252,1,1,4.110873864173311
False,True,False,False,1,0,346,1,0,4.418840607796598
True,True,False,False,28,252,1545,49,0,6.5722825426940075
False,False,False,False,2,126,186,5,34,3.6375861597263857
True,True,False,False,3,294,768,5,0,5.303304908059076
True,False,False,False,7,182,572,1,26,4.875197323201151
False,True,False,False,4,113,2658,1,0,4.330733340286331
True,True,False,False,2,341,744,327,11,5.438079308923196
False,False,False,False,90,365,363,1,15,4.02535169073515
True,True,False,False,3,152,1958,1,11,5.420534999272286
True,False,False,False,3,0,79,1,12,4.564348191467836
False,False,False,True,1,365,50,1,4,3.828641396489095
True,True,False,False,45,312,768,1,134,5.420534999272286
True,False,False,True,5,14,60,2,13,4.61512051684126
True,False,False,False,1,0,3920,1,0,4.836281906951478
True,False,False,False,1,3,3714,1,4,5.225746673713202
False,True,False,False,3,0,899,1,10,3.713572066704308
True,False,False,False,1,47,3714,1,153,4.983606621708336
True,True,False,False,2,31,1971,3,45,5.707110264748875
False,False,False,False,2,259,110,3,6,3.4657359027997265
False,True,False,False,18,0,1117,1,1,4.330733340286331
False,False,False,False,1,0,3714,1,18,4.02535169073515
True,True,False,False,2,76,744,1,20,6.042632833682381
True,True,False,False,30,365,485,23,0,5.303304908059076
False,False,False,False,1,0,3920,1,21,4.110873864173311
True,False,False,False,4,11,2465,1,4,4.61512051684126
True,False,False,False,5,0,3920,1,0,5.303304908059076
False,False,False,False,3,27,2465,1,3,4.2626798770413155
False,True,False,False,2,93,1113,3,5,5.111987788356544
False,False,False,False,30,346,3714,27,1,3.7612001156935624
False,True,False,False,1,4,1545,1,44,4.795790545596741
False,True,False,False,1,357,1117,1,18,4.454347296253507
False,False,False,False,1,0,3714,1,7,3.828641396489095
True,False,False,False,3,274,1115,3,248,5.170483995038151
False,True,False,False,1,0,70,1,0,4.709530201312334
True,False,False,False,5,231,621,2,3,4.795790545596741
True,True,False,False,30,45,744,232,0,5.583496308781699
True,True,False,False,31,338,1798,33,1,4.912654885736052
False,False,False,False,1,364,1564,1,1,5.480638923341991
False,False,False,False,2,133,537,1,0,4.07753744390572
False,False,False,False,30,54,3714,3,0,3.58351893845611
False,True,False,False,1,83,2658,1,0,4.454347296253507
False,True,False,False,1,0,2658,1,7,3.713572066704308
False,True,False,False,1,0,1798,1,1,4.564348191467836
False,False,False,False,5,288,3920,2,15,4.836281906951478
True,False,False,False,2,250,3714,1,198,4.382026634673881
True,False,False,False,1,110,1564,4,52,5.075173815233827
False,True,False,False,2,0,1545,2,24,5.0106352940962555
False,True,False,False,1,0,1798,1,7,4.736198448394496
True,False,False,False,20,327,3920,1,7,4.61512051684126
False,False,False,False,30,269,2465,103,0,3.713572066704308
True,True,False,False,5,0,1853,1,23,5.298317366548036
True,True,False,False,1,0,2658,2,4,4.787491742782046
True,False,False,False,3,0,900,1,0,4.795790545596741
False,True,False,False,1,62,744,2,107,4.8283137373023015
True,False,False,False,5,0,83,1,0,5.198497031265826
False,False,False,False,7,365,2465,2,1,4.61512051684126
True,True,False,False,4,3,2658,1,0,4.454347296253507
False,True,False,False,30,338,2658,3,0,3.9318256327243257
False,False,False,False,1,8,3920,1,78,4.7535901911063645
False,False,False,False,3,365,1115,1,9,4.61512051684126
False,False,False,False,1,39,426,1,37,3.8918202981106265
False,False,False,True,5,174,32,1,46,3.828641396489095
False,False,False,False,7,15,2465,2,0,4.110873864173311
True,False,False,False,3,0,900,1,33,4.584967478670572
False,False,False,False,4,0,3920,3,2,4.553876891600541
True,True,False,False,1,0,911,1,6,5.521460917862246
False,True,False,False,1,0,252,1,0,3.9318256327243257
True,False,False,False,4,350,506,1,3,5.707110264748875
True,False,False,False,3,343,42,1,69,4.663439094112067
False,True,False,False,3,0,899,1,0,4.454347296253507
False,True,False,False,2,242,338,4,87,4.51085950651685
True,False,False,False,3,93,3714,1,26,5.017279836814924
True,False,False,False,3,249,3714,1,144,4.59511985013459
True,True,False,False,1,0,1798,1,1,4.836281906951478
False,True,False,False,2,0,911,1,10,4.605170185988092
True,True,False,False,3,55,470,1,11,6.214608098422191
True,False,False,False,2,0,535,1,6,4.709530201312334
False,False,False,False,1,163,2465,1,3,4.2626798770413155
False,False,False,False,1,38,40,3,49,4.605170185988092
False,True,False,False,3,0,1798,2,0,4.795790545596741
True,False,False,False,30,220,3714,1,13,5.017279836814924
True,True,False,False,3,0,2658,1,5,4.709530201312334
True,True,False,False,3,0,2658,1,1,5.111987788356544
False,False,False,False,3,67,3920,2,43,5.017279836814924
False,True,False,False,2,0,1117,1,3,4.51085950651685
True,False,False,False,1,200,3920,1,9,4.948759890378168
True,False,False,False,2,289,3714,1,22,5.081404364984463
False,False,False,False,30,365,2465,14,0,4.382026634673881
False,True,False,False,1,258,2658,2,458,4.110873864173311
True,False,False,False,3,127,218,2,61,4.110873864173311
False,False,False,False,3,249,2465,1,2,4.2626798770413155
True,True,False,False,30,365,1545,33,0,5.303304908059076
False,False,True,False,2,365,535,6,5,3.4339872044851463
True,True,False,False,1,234,1545,3,154,5.602118820879701
True,False,False,False,4,0,489,1,12,4.7535901911063645
False,False,True,False,1,350,572,6,3,3.713572066704308
True,True,False,False,3,0,1971,3,0,5.303304908059076
False,True,False,False,3,107,1798,1,79,4.605170185988092
True,False,False,False,3,0,3920,1,2,4.836281906951478
False,False,False,False,1,363,3714,3,114,3.9318256327243257
True,False,False,False,3,1,3714,1,96,4.836281906951478
True,False,False,False,30,334,3714,5,14,4.23410650459726
False,False,False,False,2,43,83,3,4,5.170483995038151
False,False,False,False,3,365,218,13,1,4.007333185232471
True,False,False,False,3,0,3920,1,4,5.5254529391317835
True,True,False,False,6,163,1958,1,10,4.983606621708336
False,False,False,False,7,365,500,9,0,4.394449154672439
False,False,False,False,3,0,3714,1,2,3.1780538303479458
False,False,False,False,1,252,900,4,20,4.02535169073515
False,False,False,False,3,311,3920,1,174,4.330733340286331
True,True,False,False,2,320,1545,1,2,6.194405391104672
True,False,False,False,3,73,489,1,42,5.198497031265826
False,False,False,True,2,118,18,1,45,3.9318256327243257
False,False,False,False,30,347,423,8,1,3.828641396489095
True,False,False,True,3,315,63,10,0,5.4116460518550396
True,True,False,False,28,183,2658,1,7,5.5254529391317835
False,True,False,False,1,0,1798,5,18,4.605170185988092
False,True,False,False,1,1,37,1,4,4.02535169073515
False,True,False,False,1,0,1958,3,88,4.795790545596741
True,True,False,False,30,139,1958,8,8,4.605170185988092
True,True,False,False,1,178,1117,3,2,5.017279836814924
False,False,False,False,4,40,3714,3,49,3.828641396489095
False,True,False,False,7,0,1798,1,1,4.2626798770413155
False,False,False,False,4,188,621,3,2,4.330733340286331
False,False,False,False,1,0,1564,1,0,4.330733340286331
True,False,False,False,2,0,2465,1,3,4.61512051684126
False,False,False,False,14,0,3714,1,0,3.9318256327243257
True,False,False,False,2,156,3714,1,60,4.795790545596741
False,False,False,False,1,137,284,2,105,3.9889840465642745
False,False,False,False,1,0,1115,1,1,4.330733340286331
False,False,False,False,3,85,175,1,19,4.564348191467836
False,False,False,False,1,0,3714,4,171,3.9318256327243257
True,False,False,False,2,0,3920,1,0,5.707110264748875
False,False,False,False,3,0,390,1,2,3.8918202981106265
True,True,False,False,30,88,368,2,7,5.017279836814924
True,True,False,False,3,0,911,1,0,5.993961427306569
True,False,False,False,3,0,3920,1,20,5.198497031265826
True,True,False,False,8,11,1958,1,8,5.017279836814924
True,False,False,False,3,34,2465,2,9,4.852030263919617
True,True,False,False,4,5,392,1,18,5.303304908059076
False,False,True,False,1,21,109,4,8,3.4965075614664802
False,False,False,False,1,89,235,1,3,4.394449154672439
False,True,False,False,1,0,70,1,4,4.61512051684126
True,False,False,False,1,89,900,5,4,5.420534999272286
False,False,False,False,2,131,3714,2,31,5.198497031265826
False,False,False,False,2,0,3920,1,3,4.2626798770413155
True,True,False,False,30,365,1798,87,1,5.420534999272286
False,True,False,False,2,49,252,2,12,4.394449154672439
False,True,False,False,2,0,2658,1,20,4.174387269895637
True,False,False,False,3,0,357,1,47,5.278114659230517
True,False,False,False,7,0,1564,1,0,4.189654742026425
False,False,False,False,2,158,1564,1,5,3.258096538021482
True,False,False,False,2,211,535,1,84,4.442651256490317
True,True,False,False,4,20,768,1,46,5.786897381366708
False,True,False,False,3,0,1545,1,3,4.51085950651685
False,False,False,False,5,48,3920,2,1,4.0943445622221
True,True,False,False,5,0,1853,1,3,5.442417710521793
False,False,False,False,2,363,144,2,21,4.787491742782046
True,False,False,True,5,306,39,1,1,4.543294782270004
True,True,False,False,2,321,899,1,2,4.836281906951478
False,False,False,False,10,0,83,2,1,4.2626798770413155
True,False,False,False,2,0,900,1,2,4.795790545596741
False,False,False,False,3,358,3920,1,0,4.330733340286331
True,True,False,False,10,297,744,2,36,5.298317366548036
True,True,False,False,1,323,744,8,0,6.478509642208569
False,True,False,False,4,0,253,1,2,4.61512051684126
False,False,False,False,7,1,141,1,2,3.58351893845611
False,False,False,False,30,364,218,2,0,4.02535169073515
True,True,False,False,30,352,1958,121,1,5.480638923341991
True,False,False,False,2,0,506,1,45,4.836281906951478
False,False,False,False,5,55,55,2,2,4.23410650459726
True,True,False,False,20,341,1958,7,2,4.2626798770413155
False,True,False,False,2,0,70,1,31,4.605170185988092
False,False,False,False,3,307,3714,2,16,4.219507705176107
True,True,False,False,30,83,768,1,3,5.017279836814924
False,False,False,False,1,6,537,1,0,3.8501476017100584
False,False,False,False,5,0,3920,1,5,4.2626798770413155
False,False,False,False,5,0,900,1,1,4.330733340286331
True,True,False,False,5,118,253,1,87,5.583496308781699
False,True,False,False,3,0,177,1,1,4.709530201312334
True,True,False,False,30,332,470,8,1,5.017279836814924
False,False,False,False,2,364,900,1,1,4.356708826689592
True,True,False,False,5,0,768,1,1,5.5254529391317835
True,False,False,True,4,0,46,2,89,4.795790545596741
True,False,False,False,2,24,423,1,77,5.017279836814924
False,False,False,False,3,0,423,1,5,4.110873864173311
True,True,False,False,3,281,2658,1,102,5.25227342804663
True,True,False,False,7,0,1971,1,3,5.303304908059076
False,True,False,False,30,311,1971,32,0,4.110873864173311
True,True,False,False,3,0,253,1,6,5.929589143389895
True,True,False,False,2,155,1958,1,7,5.0106352940962555
False,False,False,False,1,0,2465,1,0,3.9318256327243257
True,False,False,False,5,25,357,2,2,4.948759890378168
False,False,False,False,2,359,426,10,24,3.9889840465642745
False,True,False,False,3,0,899,2,2,4.330733340286331
True,False,False,False,3,325,136,2,0,5.303304908059076
False,True,False,False,1,0,1971,1,1,3.9512437185814275
False,True,False,False,1,0,2658,1,1,4.110873864173311
False,False,False,False,1,322,900,1,15,4.605170185988092
False,True,False,False,30,242,1971,3,4,3.828641396489095
False,False,False,False,4,0,2465,2,1,3.871201010907891
False,False,True,True,1,64,46,7,4,3.367295829986474
False,True,False,False,3,0,2658,1,1,4.110873864173311
True,False,False,False,3,32,3920,1,87,5.14166355650266
True,True,False,False,4,282,1971,1,114,5.703782474656201
False,False,False,False,10,0,154,1,4,3.9318256327243257
True,True,False,False,3,0,1971,1,11,5.14166355650266
True,True,False,False,30,318,288,232,0,5.717027701406222
True,False,False,False,2,20,1564,1,0,4.605170185988092
False,False,False,False,2,0,357,2,21,4.02535169073515
False,True,False,False,30,137,253,5,0,4.219507705176107
True,True,False,False,3,210,1798,1,46,6.398594934535208
False,False,False,False,2,0,3920,1,1,4.61512051684126
True,True,False,False,1,0,338,1,0,5.521460917862246
False,False,False,False,10,0,99,1,19,4.454347296253507
True,False,False,False,3,66,3714,1,1,6.398594934535208
False,True,False,False,3,0,368,1,1,4.07753744390572
True,False,False,False,3,237,3714,3,18,4.499809670330265
True,False,False,False,5,0,489,1,6,4.983606621708336
False,True,False,False,1,345,1545,10,0,5.860786223465865
False,False,False,False,2,28,1564,1,11,4.394449154672439
False,False,False,False,3,349,426,10,67,3.828641396489095
False,True,False,False,2,41,1958,1,0,4.836281906951478
True,True,False,False,2,0,1853,1,12,4.7535901911063645
False,True,False,False,2,103,1117,1,98,5.225746673713202
False,False,False,False,1,218,363,1,78,3.9318256327243257
True,True,False,False,2,0,768,1,2,5.303304908059076
True,False,False,False,7,0,535,4,6,4.454347296253507
True,False,False,False,3,42,235,1,14,4.836281906951478
True,True,False,False,29,230,1113,96,0,5.521460917862246
True,True,False,False,2,0,768,1,4,5.278114659230517
False,False,False,False,3,363,11,1,0,3.9318256327243257
True,True,False,False,1,0,1853,1,0,5.25227342804663
True,True,False,False,3,0,1971,1,13,5.017279836814924
False,True,False,False,3,0,346,6,47,4.454347296253507
False,False,False,False,5,140,2465,7,19,4.276666119016055
True,True,False,False,7,0,2658,2,3,5.303304908059076
False,False,False,False,1,0,175,2,1,3.912023005428146
False,False,False,False,14,0,1564,1,2,3.4657359027997265
False,False,True,True,1,363,46,8,3,3.367295829986474
True,True,False,False,3,14,1958,1,59,5.170483995038151
False,False,False,False,1,49,237,1,16,3.9318256327243257
True,False,False,False,2,0,235,1,14,4.189654742026425
False,False,False,False,3,0,237,1,25,3.6888794541139363
False,False,False,False,15,0,309,3,0,3.9318256327243257
False,True,False,False,3,0,1117,2,2,4.02535169073515
True,False,False,False,3,0,3714,2,3,4.795790545596741
True,False,False,False,3,0,3920,1,1,5.298317366548036
False,True,False,False,2,0,1853,2,8,5.62040086571715
True,False,False,False,3,0,233,1,12,5.5254529391317835
False,True,False,False,1,8,358,1,61,5.017279836814924
False,False,False,False,3,302,135,3,28,3.970291913552122
True,True,False,False,1,42,1798,2,99,4.248495242049359
False,False,False,False,1,0,3920,1,3,4.189654742026425
False,True,False,False,1,231,1853,2,414,4.61512051684126
False,True,False,False,5,0,52,1,1,4.61512051684126
True,False,False,False,3,153,426,3,0,4.709530201312334
True,True,False,False,7,171,899,1,19,4.709530201312334
False,False,False,False,30,37,500,3,13,4.9344739331306915
True,False,False,False,2,56,535,1,32,5.420534999272286
False,False,False,False,4,80,3714,1,36,4.189654742026425
False,True,False,False,30,35,121,3,0,4.0943445622221
False,False,False,False,1,189,3714,3,4,4.605170185988092
True,False,False,False,2,139,61,1,20,4.875197323201151
False,False,False,False,1,6,42,1,51,4.1588830833596715
False,True,False,False,1,0,1117,1,5,4.330733340286331
False,False,False,False,1,0,237,1,0,4.61512051684126
False,False,False,False,1,0,900,1,0,3.9318256327243257
False,True,False,False,5,0,1971,1,0,4.02535169073515
False,True,False,False,2,0,368,2,2,4.875197323201151
False,True,False,False,1,0,1971,2,0,4.574710978503383
False,False,False,False,5,10,3920,2,16,3.9318256327243257
False,True,False,False,2,80,899,1,142,4.430816798843313
False,True,False,False,2,0,899,1,18,3.713572066704308
True,False,False,False,12,354,572,3,13,5.3981627015177525
False,False,False,False,1,0,3920,1,0,3.8501476017100584
False,True,False,False,2,0,1798,1,4,4.795790545596741
False,True,False,False,4,24,2658,1,2,4.605170185988092
False,False,False,False,4,282,56,1,72,4.30406509320417
False,False,False,False,7,362,390,1,0,4.795790545596741
False,False,False,False,7,0,26,2,0,3.9318256327243257
False,False,False,True,28,336,40,4,15,3.784189633918261
False,False,False,False,1,236,247,8,171,4.787491742782046
False,True,False,False,1,259,1971,10,0,5.786897381366708
True,False,False,False,7,0,2465,1,0,4.61512051684126
True,True,False,False,1,0,911,1,0,4.795790545596741
False,False,False,False,1,0,3920,1,1,4.330733340286331
True,True,False,False,4,0,1545,1,0,5.25227342804663
False,False,False,False,1,356,76,1,23,3.9318256327243257
False,False,False,False,1,274,54,6,61,3.828641396489095
True,False,False,False,1,0,3714,1,0,4.61512051684126
True,False,False,False,2,185,506,2,86,4.795790545596741
True,False,False,False,3,0,390,1,0,4.61512051684126
False,False,False,False,4,5,3920,1,11,4.912654885736052
True,False,False,False,5,318,3920,1,0,5.5254529391317835
True,True,False,False,120,167,338,1,2,4.605170185988092
False,False,False,False,3,7,489,1,9,4.330733340286331
True,True,False,False,1,360,1958,1,38,5.60947179518496
True,True,False,False,1,65,1545,5,13,5.902633333401366
True,True,False,False,29,279,1113,96,0,5.313205979041787
True,False,False,False,3,0,79,1,16,5.225746673713202
False,False,False,False,6,0,3714,1,0,3.9318256327243257
False,False,False,False,1,0,390,1,0,4.189654742026425
True,False,False,False,1,313,500,1,24,4.787491742782046
False,True,False,False,2,0,1971,1,7,4.59511985013459
True,False,False,False,2,308,1564,3,0,6.16541785423142
True,False,False,False,90,365,1564,1,0,4.61512051684126
False,False,False,False,1,0,284,1,0,4.394449154672439
False,False,False,False,1,297,231,4,37,4.454347296253507
True,True,False,False,7,14,78,1,4,6.311734809152915
False,True,False,False,4,301,1958,2,56,4.499809670330265
True,False,False,False,3,0,109,1,1,4.330733340286331
True,False,False,False,10,0,900,1,7,4.61512051684126
True,True,False,False,7,0,744,1,2,5.081404364984463
False,False,False,False,2,108,231,4,49,3.9318256327243257
False,True,False,False,1,188,1971,1,60,4.51085950651685
False,False,False,False,2,361,3714,10,1,3.9318256327243257
True,True,False,False,2,2,1971,1,26,5.69035945432406
False,True,False,False,1,0,1971,2,1,5.017279836814924
False,False,False,False,1,0,177,1,10,3.9889840465642745
True,False,False,False,2,316,537,1,6,5.298317366548036
False,True,False,False,3,18,911,1,139,4.356708826689592
False,False,False,False,1,67,3714,2,42,4.189654742026425
False,False,False,False,7,0,3714,1,2,3.9318256327243257
True,True,False,False,5,0,1971,1,0,6.054439346269371
True,True,False,False,2,0,1853,1,5,4.51085950651685
True,True,False,False,4,0,1853,1,17,4.983606621708336
True,True,False,False,2,200,911,1,25,5.198497031265826
True,True,False,False,3,0,1117,2,49,5.303304908059076
False,False,False,False,20,34,535,4,7,3.713572066704308
False,False,False,False,4,84,1564,1,37,3.828641396489095
True,True,False,False,5,0,899,1,13,4.61512051684126
False,False,False,False,20,346,2465,5,0,3.6109179126442243
True,True,False,False,30,343,1958,12,0,5.420534999272286
False,True,True,False,1,24,1958,6,1,4.248495242049359
True,True,False,False,31,212,1971,1,2,5.303304908059076
False,False,False,False,3,0,2465,1,14,3.828641396489095
True,False,False,False,1,0,3714,1,4,4.795790545596741
False,False,False,False,5,0,1115,1,3,4.584967478670572
