room_type_Entire home/apt,neighbourhood_group_Manhattan,room_type_Shared room,neighbourhood_group_Bronx,minimum_nights,availability_365,neighbourhood_encoded,calculated_host_listings_count,number_of_reviews,price
True,True,False,False,30,327,744,33,1,5.187385805840755
False,False,False,False,2,359,3714,4,18,4.02535169073515
True,True,False,False,3,1,1545,1,8,5.5254529391317835
False,False,False,False,7,0,1564,1,0,3.4965075614664802
True,False,False,False,3,134,247,1,178,5.111987788356544
False,False,False,False,1,180,231,3,129,4.394449154672439
True,True,False,False,45,281,1958,12,17,5.081404364984463
False,False,False,False,30,300,500,1,0,3.713572066704308
False,False,False,False,1,20,3714,3,14,4.110873864173311
True,True,False,False,1,0,768,1,105,5.860786223465865
False,False,False,False,5,0,1115,1,3,4.51085950651685
True,True,False,False,7,10,1971,1,5,5.0106352940962555
False,False,False,False,7,0,3714,1,1,4.110873864173311
False,False,False,False,2,179,900,2,50,3.713572066704308
False,True,False,False,1,0,253,8,2,4.700480365792417
False,False,False,False,1,6,2465,6,3,3.6635616461296463
True,True,False,False,1,0,2658,1,0,5.298317366548036
False,True,False,False,1,16,1971,3,76,4.343805421853684
False,False,False,False,1,177,54,1,0,3.9318256327243257
False,True,False,False,5,0,2658,1,0,3.9512437185814275
True,True,False,False,3,161,80,1,4,5.707110264748875
False,True,False,False,30,35,121,3,0,3.9512437185814275
True,True,False,False,30,222,744,6,0,5.2832037287379885
True,True,False,False,1,189,121,1,67,5.049856007249537
False,False,False,False,1,127,423,1,0,4.2626798770413155
False,False,False,False,5,0,2465,1,1,3.9318256327243257
False,True,False,False,2,135,2658,1,5,4.61512051684126
False,False,False,False,1,0,2465,1,0,4.330733340286331
True,True,False,False,14,22,1798,1,28,4.836281906951478
True,False,False,False,5,0,537,1,0,4.61512051684126
True,False,False,False,7,17,537,1,1,5.170483995038151
True,True,False,False,6,188,392,1,45,5.393627546352362
True,False,False,False,3,0,32,1,0,5.303304908059076
True,True,False,False,30,189,1113,1,19,4.875197323201151
True,False,False,False,1,0,247,2,18,5.5254529391317835
True,False,False,False,2,267,1564,2,26,4.709530201312334
False,False,False,False,3,144,537,1,4,4.330733340286331
True,False,False,False,1,0,1115,1,3,5.075173815233827
True,True,False,False,30,58,52,2,0,5.225746673713202
False,False,False,False,2,20,900,3,108,3.912023005428146
False,False,False,False,2,0,3714,1,1,3.970291913552122
True,False,False,False,2,200,3920,1,40,4.990432586778736
False,True,False,False,1,0,1971,1,0,5.707110264748875
False,False,False,False,1,76,185,3,1,4.2626798770413155
True,False,False,False,3,136,218,2,3,5.420534999272286
True,False,False,False,5,12,1115,1,11,5.860786223465865
False,True,False,False,3,0,911,1,28,4.653960350157523
True,True,False,False,30,362,1958,23,2,5.438079308923196
True,False,False,False,2,37,247,1,3,4.912654885736052
True,True,False,False,3,0,346,1,0,5.860786223465865
True,True,False,False,1,326,744,1,1,5.303304908059076
False,True,False,False,4,365,485,1,0,5.817111159963204
True,True,False,False,3,0,1958,2,6,5.472270673671475
False,False,False,False,2,177,284,1,125,4.795790545596741
False,False,False,False,2,167,3714,5,3,4.07753744390572
False,True,False,False,1,58,485,3,12,4.61512051684126
True,True,False,False,30,143,1798,1,1,5.278114659230517
False,False,False,False,2,179,3920,2,20,4.189654742026425
False,False,False,False,2,364,144,3,3,4.836281906951478
False,False,False,False,3,13,3920,3,1,4.330733340286331
True,True,False,False,2,187,2658,1,3,5.19295685089021
True,False,False,False,2,118,3920,1,5,5.572154032177765
True,True,False,False,5,0,1113,1,1,5.303304908059076
True,False,False,False,3,24,18,1,2,5.541263545158426
True,True,False,False,2,361,768,1,47,5.075173815233827
True,False,False,False,1,53,3714,14,1,5.707110264748875
True,True,False,False,2,0,1971,1,9,5.111987788356544
True,True,False,False,3,0,768,1,100,4.983606621708336
False,False,False,False,1,72,489,2,24,4.499809670330265
False,True,False,False,2,179,1958,1,67,4.795790545596741
False,False,False,False,1,311,32,3,100,4.110873864173311
True,False,False,False,2,58,175,1,31,5.5254529391317835
True,True,False,False,1,0,1798,1,0,5.303304908059076
False,True,False,False,9,0,899,1,1,3.828641396489095
False,True,False,False,30,83,1853,1,20,5.170483995038151
False,False,False,False,2,0,357,1,4,4.330733340286331
True,True,False,False,7,151,1971,1,76,4.804021044733257
True,False,False,False,4,0,3714,4,8,4.51085950651685
True,True,False,False,3,0,1798,1,0,5.017279836814924
False,False,False,False,1,0,2465,1,0,4.51085950651685
True,False,False,False,5,0,2465,1,0,5.303304908059076
True,True,False,False,2,297,744,327,6,5.442417710521793
True,False,False,False,2,0,3920,1,2,5.5254529391317835
True,True,False,False,31,7,392,2,18,5.739792912179234
True,False,False,False,3,136,106,1,16,5.666426688112432
False,True,False,False,1,0,2658,1,1,4.110873864173311
False,False,False,False,7,0,489,1,0,4.060443010546419
False,False,False,True,1,365,24,5,23,4.189654742026425
True,False,False,False,10,0,506,1,11,4.61512051684126
True,False,False,False,3,0,3714,2,220,4.875197323201151
False,False,False,False,30,310,3920,3,0,4.477336814478207
False,False,False,False,3,172,3920,1,19,4.61512051684126
True,True,False,False,2,0,911,1,44,5.351858133476067
False,True,False,False,1,365,1117,1,37,4.709530201312334
False,False,False,False,29,5,235,15,0,3.58351893845611
True,True,False,False,1,0,911,1,1,4.709530201312334
True,False,False,False,5,0,3920,1,11,4.663439094112067
False,True,False,False,1,89,2658,1,9,4.2626798770413155
False,False,False,False,2,68,621,2,25,4.394449154672439
False,False,False,False,3,180,3714,6,101,3.713572066704308
False,True,False,False,1,56,2658,1,0,4.2626798770413155
True,False,False,False,2,284,2465,1,20,4.709530201312334
False,True,False,False,21,38,899,2,8,4.02535169073515
True,False,False,False,2,0,2465,1,4,5.278114659230517
True,False,False,False,30,282,284,11,4,5.303304908059076
False,False,False,False,2,32,3920,1,14,4.564348191467836
True,True,False,False,2,12,338,1,76,5.25227342804663
True,False,False,False,7,324,94,3,3,4.61512051684126
False,False,False,False,1,129,357,1,8,4.51085950651685
False,True,False,False,1,326,1113,4,0,4.700480365792417
False,False,False,False,3,74,1115,13,32,5.0106352940962555
False,False,False,False,1,130,390,8,21,3.9512437185814275
False,False,False,False,1,0,357,1,4,4.31748811353631
True,False,False,False,9,55,3714,2,5,4.61512051684126
False,False,False,False,2,71,621,1,9,3.713572066704308
False,True,False,False,1,45,1958,1,7,4.709530201312334
True,True,False,False,30,342,1117,15,12,4.61512051684126
True,True,False,False,30,343,1971,6,0,6.369900982828227
True,False,False,False,3,0,3714,1,35,4.454347296253507
False,True,False,False,3,44,1853,3,48,4.454347296253507
True,True,False,False,29,332,1958,327,1,5.225746673713202
True,True,False,False,30,177,1545,4,1,5.298317366548036
True,True,False,False,2,270,338,4,134,5.25227342804663
False,False,False,False,14,0,572,1,0,3.9318256327243257
False,False,False,False,2,0,2465,1,31,3.9318256327243257
True,True,False,False,3,0,1971,1,7,5.198497031265826
False,False,False,False,1,24,621,2,1,4.0943445622221
False,True,False,False,2,165,1545,4,12,5.44673737166631
True,False,False,False,2,355,390,2,25,5.560681631015528
False,True,False,False,4,0,358,1,1,5.198497031265826
True,False,False,False,2,18,900,1,19,4.976733742420574
False,False,False,False,2,0,3920,1,0,4.110873864173311
False,True,True,False,7,42,1853,1,0,3.713572066704308
True,False,False,False,60,0,99,1,2,4.61512051684126
True,True,False,False,30,326,1798,29,3,4.77912349311153
True,False,False,False,5,365,3920,1,34,5.707110264748875
True,True,False,False,6,0,1971,1,9,5.442417710521793
True,False,False,False,3,157,621,1,0,4.51085950651685
False,False,False,False,1,0,423,1,30,4.248495242049359
False,False,False,False,2,87,59,1,9,4.454347296253507
True,True,False,False,2,96,1853,1,72,5.5254529391317835
True,True,False,False,5,66,2658,1,14,5.017279836814924
True,True,False,False,7,5,1958,1,0,4.983606621708336
True,False,False,False,10,349,3714,1,2,4.330733340286331
False,True,False,False,2,0,1971,1,0,4.836281906951478
False,True,False,False,4,0,1971,1,0,4.663439094112067
False,False,False,False,2,304,500,1,5,3.9318256327243257
False,True,False,False,3,0,1958,2,0,4.983606621708336
False,True,False,False,4,31,899,1,34,4.477336814478207
True,False,False,False,3,157,2465,1,4,4.795790545596741
True,False,False,False,2,30,3714,2,0,6.214608098422191
True,True,False,False,1,29,911,1,15,5.303304908059076
True,False,False,False,3,0,506,1,4,4.7535901911063645
False,False,False,False,2,0,3920,1,11,4.61512051684126
True,True,False,False,1,1,1117,2,134,4.7535901911063645
True,True,False,False,2,83,899,1,42,5.017279836814924
True,True,False,False,7,23,2658,1,0,4.51085950651685
False,False,False,False,2,0,1115,1,0,4.189654742026425
True,False,False,False,2,302,506,1,45,5.298317366548036
False,True,False,False,1,266,358,7,0,4.61512051684126
False,False,False,False,1,0,489,2,3,3.828641396489095
False,False,False,False,4,0,42,5,4,4.330733340286331
True,False,False,False,2,0,572,1,47,4.564348191467836
False,True,False,False,2,0,2658,3,52,4.330733340286331
True,False,False,False,2,182,3714,1,181,4.844187086458591
True,True,False,False,1,0,1958,1,11,5.017279836814924
True,False,False,False,8,78,3920,1,79,5.5254529391317835
False,True,True,False,1,347,1117,1,52,3.828641396489095
True,False,False,False,2,229,3920,1,181,5.25227342804663
False,False,False,False,2,364,426,6,65,3.784189633918261
True,False,False,False,2,0,3714,1,0,4.762173934797756
True,False,False,False,1,74,363,1,37,4.709530201312334
True,False,False,False,7,50,233,3,1,4.51085950651685
True,False,False,False,7,0,621,1,0,4.330733340286331
True,True,False,False,7,0,1971,1,6,4.983606621708336
False,True,False,False,1,287,1545,5,12,4.61512051684126
True,False,False,False,15,0,506,1,6,4.976733742420574
True,True,False,False,2,23,1853,2,41,4.605170185988092
True,False,False,False,3,98,3920,1,22,5.198497031265826
False,False,False,False,1,175,900,1,28,3.9318256327243257
True,True,False,False,29,254,1113,96,3,5.480638923341991
True,False,False,False,3,133,3714,1,0,5.198497031265826
False,False,False,False,7,0,1564,1,0,4.51085950651685
True,True,False,False,2,0,1853,1,1,5.147494476813453
True,True,False,False,30,71,1545,5,7,5.081404364984463
False,False,False,True,3,343,20,1,59,3.713572066704308
True,True,False,False,2,0,78,1,24,5.6937321388027
False,False,False,False,1,310,309,4,90,4.02535169073515
True,True,False,False,7,185,1798,1,70,5.480638923341991
False,False,False,False,1,29,426,1,27,4.51085950651685
True,False,False,False,2,0,506,1,12,5.303304908059076
False,False,False,False,30,334,3714,1,0,3.7612001156935624
False,False,False,False,6,0,3714,1,5,3.970291913552122
False,False,False,False,2,365,56,6,38,4.110873864173311
False,True,False,False,5,193,2658,1,0,4.51085950651685
True,True,False,False,3,0,470,1,2,5.327876168789581
False,False,False,False,1,0,2465,1,0,4.454347296253507
False,False,False,False,3,170,500,3,1,4.330733340286331
False,False,False,False,11,0,900,1,0,4.454347296253507
False,True,False,False,7,0,470,1,1,4.7535901911063645
False,True,False,False,2,103,1545,4,84,4.912654885736052
True,True,False,False,4,172,392,1,51,5.420534999272286
True,True,False,False,3,244,392,1,22,5.5254529391317835
True,False,False,False,5,220,1564,1,25,5.5254529391317835
False,False,False,False,1,78,2465,4,14,4.2626798770413155
False,True,False,False,1,251,1971,3,222,4.605170185988092
False,False,False,False,30,29,2465,9,0,3.6375861597263857
False,False,False,False,7,68,218,3,22,4.110873864173311
True,False,False,False,15,35,3920,1,0,5.707110264748875
True,False,False,False,1,28,572,4,42,5.2574953720277815
False,False,False,False,3,0,3714,2,3,4.02535169073515
True,True,False,False,5,59,1113,2,5,5.707110264748875
False,False,False,False,2,314,2465,3,0,4.02535169073515
False,False,False,False,2,0,900,1,14,3.9889840465642745
True,True,False,False,5,0,1853,1,1,5.017279836814924
True,True,False,False,7,0,1113,1,0,5.225746673713202
True,True,False,False,30,364,1545,65,0,5.043425116919247
False,True,False,False,2,59,1117,1,75,4.983606621708336
False,False,False,False,1,93,537,2,23,4.605170185988092
True,True,False,False,3,0,1798,1,38,4.7535901911063645
False,False,False,False,3,6,506,1,22,4.110873864173311
True,False,False,False,1,336,48,3,23,5.017279836814924
False,False,False,False,1,0,237,2,14,4.248495242049359
False,False,False,False,1,0,247,1,1,4.110873864173311
True,True,False,False,3,24,911,1,220,5.081404364984463
False,False,False,False,3,137,390,8,23,3.6888794541139363
False,True,False,False,1,0,768,1,1,4.394449154672439
False,True,False,False,1,0,177,1,0,4.709530201312334
False,True,False,False,2,0,470,1,1,4.61512051684126
False,False,False,False,1,183,144,5,11,4.2626798770413155
False,True,False,False,1,0,368,2,1,4.248495242049359
False,False,False,False,1,0,2465,1,0,4.61512051684126
False,True,False,False,1,180,2658,1,34,4.248495242049359
True,False,False,False,6,66,3714,1,12,5.545177444479562
False,False,False,False,1,249,144,1,1,3.6375861597263857
True,False,False,True,2,365,13,13,38,4.663439094112067
True,True,False,False,30,189,744,232,1,5.5909869805108565
False,True,True,False,1,0,899,1,0,4.110873864173311
True,True,False,False,4,363,1545,1,8,5.303304908059076
False,True,False,False,21,350,1117,8,3,3.9318256327243257
False,False,False,False,30,84,3920,1,1,3.8066624897703196
True,True,False,False,2,8,1545,1,22,5.293304824724492
False,False,False,True,1,175,10,3,1,3.713572066704308
False,True,False,False,14,55,1117,1,1,4.110873864173311
False,False,True,False,30,0,3714,1,2,3.4965075614664802
True,False,False,False,2,54,106,1,68,4.700480365792417
False,False,False,False,5,0,3714,2,1,5.017279836814924
True,False,False,False,2,136,3920,1,16,5.303304908059076
False,True,False,False,10,0,911,1,8,4.51085950651685
False,True,False,False,1,0,2658,1,0,4.912654885736052
False,True,False,False,1,0,744,2,0,4.875197323201151
False,True,False,False,19,285,1798,10,6,3.912023005428146
False,False,False,False,2,308,3714,34,13,4.189654742026425
True,False,False,False,3,121,19,1,21,4.700480365792417
True,True,False,False,30,189,288,232,0,5.484796933490655
True,False,False,False,3,11,3714,3,30,4.983606621708336
False,False,False,False,2,0,3920,2,38,4.61512051684126
False,True,False,False,1,0,1853,2,3,4.330733340286331
True,False,False,False,3,280,1115,2,0,5.5053315359323625
False,False,False,False,1,216,54,6,101,3.258096538021482
True,True,False,False,30,282,1798,29,3,4.77912349311153
True,True,False,False,3,0,1958,1,0,5.176149732573829
False,True,False,False,29,32,252,37,1,3.5263605246161616
True,False,False,False,5,0,3714,1,4,4.564348191467836
True,False,False,False,3,11,1115,1,28,4.553876891600541
False,False,False,False,2,109,621,1,8,3.828641396489095
False,True,False,False,3,0,1798,2,1,4.51085950651685
False,False,False,False,1,2,61,1,3,4.61512051684126
True,True,False,False,7,0,899,1,0,4.564348191467836
False,True,False,False,1,353,1545,1,1,4.634728988229636
False,False,False,False,3,363,3714,1,6,3.9318256327243257
False,False,False,False,2,36,2465,2,31,3.713572066704308
False,True,False,False,7,22,1117,1,0,3.9318256327243257
True,False,False,False,4,15,3920,1,53,4.795790545596741
True,True,False,False,5,0,1971,1,0,5.5254529391317835
True,False,False,False,4,159,1115,1,0,5.420534999272286
True,True,False,False,2,20,252,1,5,4.477336814478207
False,True,False,False,1,301,2658,1,57,4.110873864173311
True,False,False,False,3,99,2465,1,308,4.61512051684126
False,False,False,False,2,2,363,2,4,4.110873864173311
False,False,False,False,7,130,621,4,16,3.713572066704308
False,True,False,False,2,122,899,1,48,4.48863636973214
False,False,False,True,2,0,62,1,9,4.394449154672439
True,True,False,False,30,197,911,9,8,4.605170185988092
True,False,False,False,2,361,572,2,52,5.857933154483459
False,True,False,False,4,13,392,2,0,4.3694478524670215
True,True,False,False,3,0,1545,12,40,5.8289456176102075
True,False,False,False,1,0,1115,1,43,4.875197323201151
False,True,False,False,5,149,1958,2,196,4.8283137373023015
True,True,False,False,2,0,1117,1,1,4.709530201312334
True,False,False,False,1,0,2465,1,0,4.330733340286331
True,False,False,False,4,261,572,1,74,4.605170185988092
True,False,False,False,8,85,99,1,37,4.787491742782046
True,True,False,False,5,30,338,3,2,5.480638923341991
False,True,False,False,1,0,177,1,0,4.394449154672439
True,False,False,False,1,43,79,1,0,4.61512051684126
False,False,False,False,1,365,500,1,10,4.51085950651685
False,True,False,False,1,0,2658,2,16,4.2626798770413155
True,False,False,False,1,365,621,1,0,4.820281565605037
True,True,False,False,1,188,2658,1,31,4.836281906951478
True,False,False,False,6,156,572,1,14,5.860786223465865
True,False,False,False,1,0,247,1,3,4.564348191467836
False,False,False,False,3,358,426,4,0,4.394449154672439
True,False,False,False,1,0,3920,1,0,5.247024072160486
True,False,False,False,5,0,3920,1,7,5.303304908059076
False,False,False,False,2,334,3714,4,21,4.189654742026425
False,True,False,False,4,83,911,1,59,4.290459441148391
False,True,False,False,2,0,1853,1,0,5.5254529391317835
True,True,False,False,4,341,1853,1,44,5.049856007249537
False,False,False,False,30,322,423,23,0,3.5553480614894135
False,False,False,False,1,359,423,3,142,4.0943445622221
False,True,False,False,3,3,899,1,119,3.4339872044851463
True,True,False,False,1,144,470,1,4,5.25227342804663
True,False,False,False,7,14,177,1,1,5.0238805208462765
True,False,False,False,2,0,2465,1,1,4.836281906951478
False,True,False,False,2,177,2658,2,92,4.30406509320417
True,True,False,False,3,0,288,1,104,5.480638923341991
True,True,False,False,7,0,1117,1,1,4.2626798770413155
True,True,False,False,30,0,899,1,0,5.017279836814924
False,True,False,False,2,0,1971,1,2,5.081404364984463
True,False,False,False,7,26,1564,3,7,4.672828834461906
True,False,False,False,2,45,1115,1,14,5.081404364984463
True,False,False,False,2,70,3714,5,46,3.9318256327243257
False,False,False,False,1,355,3920,1,14,4.912654885736052
True,False,False,False,2,11,572,1,5,6.111467339502679
False,False,False,False,1,0,77,1,2,5.017279836814924
True,False,False,False,1,194,3920,2,15,5.075173815233827
False,False,False,False,2,22,535,2,8,4.02535169073515
True,True,False,False,3,221,1798,1,226,4.61512051684126
True,False,False,False,30,45,177,1,1,5.170483995038151
True,False,False,False,3,321,3714,2,132,5.030437921392435
True,True,False,False,2,0,1113,1,3,5.5254529391317835
True,False,False,False,5,0,2465,1,0,5.081404364984463
False,False,False,False,1,365,175,2,45,3.6888794541139363
True,False,False,False,2,5,3920,1,22,4.912654885736052
True,False,False,False,4,317,233,1,0,5.420534999272286
False,True,False,False,3,186,744,2,24,4.61512051684126
False,False,False,False,2,358,500,4,32,3.9318256327243257
False,False,False,False,1,179,94,7,12,4.04305126783455
False,False,False,False,1,5,2465,1,0,4.110873864173311
True,True,False,False,2,89,1971,1,2,5.993961427306569
False,True,False,False,1,0,899,1,11,4.330733340286331
False,False,False,False,2,36,109,1,12,4.07753744390572
False,True,True,False,30,294,1798,6,22,3.828641396489095
True,True,False,False,3,0,1117,3,38,5.579729825986222
False,False,False,False,1,0,177,1,9,4.060443010546419
False,False,True,False,2,274,1115,5,16,3.58351893845611
True,False,False,False,3,272,3920,1,61,4.663439094112067
True,True,False,False,1,0,1971,1,1,4.983606621708336
True,True,False,False,5,177,2658,1,25,5.14166355650266
True,True,False,False,3,0,1113,1,9,5.521460917862246
True,False,False,False,4,155,2465,1,88,4.442651256490317
False,True,False,False,1,0,1853,1,2,5.303304908059076
True,True,False,False,14,59,899,1,0,5.081404364984463
False,False,False,False,1,0,489,1,10,4.189654742026425
True,True,False,False,2,0,1113,1,6,5.638354669333745
False,False,False,False,7,281,423,2,0,3.9318256327243257
False,False,True,False,2,35,535,1,2,3.828641396489095
True,True,False,False,2,154,1545,1,132,4.941642422609304
False,False,False,False,7,89,1564,1,0,4.709530201312334
True,False,False,False,3,0,3920,1,3,5.303304908059076
True,False,False,False,3,252,489,2,13,5.081404364984463
True,True,False,False,2,65,911,1,168,5.298317366548036
True,True,False,False,2,247,1798,1,41,5.170483995038151
True,False,False,False,1,250,3920,4,12,5.638354669333745
False,False,False,False,30,9,2465,2,1,3.8066624897703196
True,False,False,False,7,14,19,2,1,4.330733340286331
True,True,False,False,5,0,470,1,0,5.5254529391317835
False,False,False,False,5,42,218,2,27,4.02535169073515
False,True,False,False,3,20,2658,3,14,4.330733340286331
True,False,False,False,3,0,2465,1,0,4.948759890378168
True,True,False,False,1,0,1958,1,0,5.049856007249537
True,False,False,False,14,0,357,1,2,5.303304908059076
True,True,False,False,30,297,1798,121,0,5.91350300563827
False,False,False,False,3,20,3920,1,1,4.394449154672439
False,False,False,False,6,13,2465,3,3,3.9318256327243257
False,False,False,False,2,126,3920,1,52,4.553876891600541
True,False,False,False,4,0,284,1,0,5.993961427306569
False,True,False,False,7,88,392,1,3,4.51085950651685
True,True,False,False,1,0,1545,1,7,5.929589143389895
True,False,False,False,3,5,106,1,0,5.707110264748875
True,True,False,False,3,257,1545,1,1,6.2166061010848646
True,True,False,False,5,0,1971,1,6,5.017279836814924
True,False,False,False,2,83,900,1,18,4.61512051684126
True,True,False,False,10,0,2658,1,10,4.836281906951478
False,True,False,False,1,64,2658,1,86,4.23410650459726
True,True,False,False,30,156,768,1,8,5.081404364984463
True,False,False,False,1,360,4,1,5,5.5254529391317835
True,False,False,False,2,316,40,1,48,4.543294782270004
False,False,False,False,1,328,2465,5,1,3.9318256327243257
False,False,False,False,5,0,3714,1,3,4.110873864173311
True,False,False,False,2,0,2465,2,5,5.017279836814924
True,True,False,False,30,332,1545,14,4,5.099866427824199
True,False,False,False,1,0,489,1,1,4.997212273764115
True,True,False,False,2,0,744,1,6,5.303304908059076
True,False,False,False,2,243,506,1,77,4.836281906951478
True,True,False,False,14,332,1798,1,8,4.875197323201151
True,True,False,False,2,0,1798,1,8,4.7535901911063645
False,False,False,False,2,105,76,2,3,4.2626798770413155
True,True,False,False,3,211,2658,2,64,4.7535901911063645
False,False,False,False,2,317,3714,10,11,3.713572066704308
False,False,False,False,5,0,3920,1,1,4.23410650459726
False,False,False,False,2,0,237,1,27,3.784189633918261
False,True,False,False,1,0,1545,3,9,5.298317366548036
False,True,False,False,1,2,1798,4,5,4.394449154672439
True,True,False,False,1,0,52,1,33,5.303304908059076
True,True,False,False,5,118,1958,1,21,5.991464547107982
True,False,False,False,1,263,3,1,36,4.7535901911063645
False,False,False,False,2,220,175,3,12,4.110873864173311
True,True,False,False,1,0,1545,2,1,5.303304908059076
False,False,False,False,4,0,2465,2,19,3.912023005428146
True,False,False,False,2,362,900,1,35,5.0106352940962555
True,False,False,False,2,36,3714,2,1,5.564520407322694
True,False,False,False,5,0,1564,1,14,4.343805421853684
False,False,False,False,2,0,900,1,11,3.8918202981106265
False,True,False,False,1,38,1971,3,22,4.219507705176107
False,True,False,False,7,0,288,1,0,4.394449154672439
True,True,False,False,1,0,1958,1,13,4.61512051684126
True,False,False,False,5,29,135,3,1,4.418840607796598
True,True,False,False,1,0,768,1,3,5.62040086571715
True,True,False,False,30,364,338,65,0,5.198497031265826
True,False,False,False,11,25,3714,1,0,4.61512051684126
True,True,False,False,4,0,346,1,2,4.61512051684126
False,True,False,False,5,0,1971,1,20,5.303304908059076
False,False,False,False,10,0,157,1,0,4.2626798770413155
True,False,False,False,5,23,3920,1,117,5.111987788356544
False,False,False,False,2,171,3714,5,8,4.07753744390572
False,False,False,False,5,83,26,1,23,4.394449154672439
True,True,False,False,2,0,2658,1,12,5.017279836814924
False,True,False,False,2,89,1971,1,41,4.709530201312334
False,False,False,False,4,89,3714,2,35,3.828641396489095
False,True,False,False,2,155,1971,1,133,4.499809670330265
False,False,False,False,7,0,3714,1,1,3.713572066704308
True,False,False,False,30,342,177,21,7,4.852030263919617
True,True,False,False,30,364,1545,49,2,5.4510384535657
True,False,False,False,2,53,3714,1,13,5.049856007249537
False,False,False,False,2,168,3714,7,0,4.356708826689592
True,False,False,False,2,221,3714,1,99,4.927253685157205
True,False,False,True,3,21,17,1,69,4.248495242049359
False,True,False,False,1,297,72,1,26,4.51085950651685
False,False,True,False,2,306,3714,3,14,3.828641396489095
True,True,False,False,3,0,338,1,2,5.278114659230517
False,False,False,False,2,19,106,2,12,4.110873864173311
True,False,False,False,5,8,506,1,0,4.61512051684126
True,True,False,False,2,300,899,1,119,5.017279836814924
False,True,False,False,1,0,1971,2,2,4.983606621708336
False,True,False,False,7,0,899,1,0,3.4965075614664802
True,True,False,False,1,365,252,1,0,5.351858133476067
False,True,False,False,2,198,899,1,25,4.330733340286331
False,False,False,False,3,0,1564,1,3,3.4339872044851463
True,True,False,False,1,3,253,8,62,4.499809670330265
False,False,False,False,1,163,3714,6,3,4.02535169073515
True,False,False,False,1,0,357,1,5,4.330733340286331
True,False,False,False,30,311,237,1,130,5.0689042022202315
True,False,False,False,3,0,390,1,34,4.394449154672439
False,False,False,False,2,0,3920,1,0,4.110873864173311
False,True,False,False,3,137,288,1,88,4.394449154672439
True,False,False,False,2,365,231,2,13,4.605170185988092
False,False,False,False,1,22,2465,1,7,4.1588830833596715
True,False,False,False,7,39,54,1,0,4.836281906951478
True,False,False,False,2,35,3920,1,0,5.170483995038151
False,False,False,False,2,0,2465,3,28,3.9318256327243257
False,True,False,False,1,0,1958,1,0,4.51085950651685
True,False,False,False,1,44,3920,1,52,4.709530201312334
True,True,False,False,30,346,1971,8,4,5.147494476813453
True,False,False,False,4,0,3920,1,0,5.303304908059076
False,False,False,False,2,0,535,1,2,3.9318256327243257
True,False,False,False,2,226,309,1,0,4.912654885736052
True,True,False,False,3,0,1971,1,6,4.787491742782046
False,True,False,False,1,0,1798,1,5,3.6888794541139363
True,True,False,False,30,322,899,34,7,4.564348191467836
False,False,False,False,30,157,2465,103,0,3.784189633918261
False,False,False,False,1,290,2465,1,23,4.189654742026425
True,False,False,False,5,0,621,1,4,5.673323267171493
True,False,False,False,1,348,1564,1,67,4.912654885736052
True,False,False,False,2,335,77,1,24,5.62040086571715
False,False,False,False,1,0,3714,1,0,4.204692619390966
False,False,False,False,1,171,900,4,73,4.382026634673881
False,False,False,False,4,263,2465,1,0,4.394449154672439
False,False,False,False,3,90,76,1,9,3.828641396489095
True,False,False,False,2,39,2465,1,60,4.61512051684126
False,False,False,False,1,0,136,1,0,4.2626798770413155
False,False,False,False,2,364,3714,1,9,4.624972813284271
True,False,False,False,30,365,2465,5,6,4.736198448394496
False,False,False,False,60,0,144,4,4,4.0943445622221
True,False,False,False,4,254,177,1,83,5.209486152841421
False,False,False,False,2,2,2465,1,27,3.9318256327243257
True,False,False,False,7,0,233,3,3,4.51085950651685
True,False,False,False,2,126,3714,1,127,4.836281906951478
True,False,False,False,3,0,3714,1,2,4.394449154672439
True,False,False,False,7,94,506,1,4,5.017279836814924
False,True,False,False,1,0,1853,1,5,4.61512051684126
False,False,False,False,6,4,2465,1,18,4.143134726391533
True,False,False,False,3,0,621,1,2,4.51085950651685
False,False,False,False,7,37,3920,1,0,3.912023005428146
True,False,False,False,6,0,535,1,58,4.2626798770413155
True,True,False,False,2,229,1117,1,166,4.709530201312334
False,False,False,False,3,158,1564,1,26,3.9318256327243257
False,False,False,False,1,46,535,2,107,4.02535169073515
False,False,False,False,1,15,3714,1,39,3.9318256327243257
True,False,False,False,15,365,55,2,3,4.61512051684126
False,False,False,True,2,0,62,1,0,3.9318256327243257
True,False,False,False,4,0,535,1,3,5.420534999272286
True,False,False,False,2,161,31,2,1,4.8283137373023015
False,True,False,False,1,0,2658,1,3,4.454347296253507
True,True,False,False,29,220,288,327,0,5.075173815233827
False,True,False,False,4,365,1798,1,7,5.170483995038151
True,True,False,False,28,77,358,1,12,4.7535901911063645
False,True,False,False,1,0,72,5,3,4.787491742782046
True,False,False,False,3,0,3920,1,8,5.225746673713202
False,False,False,False,4,0,3714,3,8,4.330733340286331
True,False,False,False,1,0,3920,1,1,5.303304908059076
True,False,False,False,2,12,489,2,4,5.5254529391317835
False,False,False,False,1,0,3714,1,0,3.9318256327243257
True,True,False,False,30,188,288,1,1,4.875197323201151
False,False,False,False,7,362,2465,2,0,3.9318256327243257
False,True,False,False,1,0,368,1,0,4.61512051684126
True,False,False,False,31,281,284,2,1,5.017279836814924
True,False,False,False,2,344,500,1,34,5.860786223465865
False,False,False,False,1,11,489,1,104,4.1588830833596715
